frequency_hz,ch1_uV2_per_Hz,ch2_uV2_per_Hz,ch3_uV2_per_Hz,ch4_uV2_per_Hz
1.157500000000000000e+02,9.913296256791665393e-33,6.988665590076919060e-33,8.962941986505482334e-33,8.986579680963815820e-33
1.160000000000000000e+02,6.163536671046411787e-32,1.063310601637120861e-32,1.616876631203037376e-32,3.803145681475623277e-32
1.162500000000000000e+02,1.882501953666278247e-32,1.401612582810142187e-31,2.052502005395789712e-32,2.404096912170759968e-32
1.165000000000000000e+02,4.920387905925349082e-32,2.312256882120050509e-32,3.311551277486495226e-32,7.374264397085593132e-33
1.167500000000000000e+02,6.266154273208926461e-33,8.044063276617579312e-33,1.336058945470827000e-32,7.968667082919105077e-33
1.170000000000000000e+02,9.966789063587313939e-33,6.203075469549831387e-33,7.429471088028962869e-33,1.206674471162711189e-32
1.172500000000000000e+02,1.369782460435588678e-32,1.815107732865939003e-33,1.032498988976073019e-32,1.898254075165563901e-33
1.175000000000000000e+02,4.342481255829160101e-33,1.743426941927518715e-32,3.435011630737760595e-33,7.941373121398757940e-33
1.177500000000000000e+02,1.626684593204712792e-33,2.067905483510238819e-33,1.000263561426219510e-32,1.950962913451295080e-32
1.180000000000000000e+02,1.503497670888206219e-32,4.962778073202208294e-33,2.494600939924404388e-32,6.719097567229593878e-33
1.182500000000000000e+02,4.204984906509307744e-33,1.781168181014781683e-33,2.569339062208653350e-33,9.574936265196417052e-33
1.185000000000000000e+02,4.613427658209685142e-32,4.851460636063615656e-33,1.797552223100432438e-33,6.236825426939266484e-32
1.187500000000000000e+02,5.570402976588480824e-34,1.844212064026753701e-33,9.869694133357037704e-34,7.185511896595548695e-33
1.190000000000000000e+02,9.155336161334934548e-32,8.260816520957288333e-33,1.155740984623856385e-32,6.381867576647598784e-32
1.192500000000000000e+02,6.721348119128314253e-33,1.439937514318116172e-33,8.842211911375022138e-34,3.932069318131035927e-33
1.195000000000000000e+02,9.873816607765665931e-32,4.282902143061521855e-32,4.828079143307528517e-32,6.418790994876204937e-32
1.197500000000000000e+02,7.328648893641042823e-06,3.627819632114005425e-06,5.651860427379022244e-08,8.920962974090211080e-06
1.200000000000000000e+02,2.931459557457017506e-05,1.451127852846300972e-05,2.260744170949114915e-07,3.568385189635158794e-05
1.202500000000000000e+02,7.328648893642597975e-06,3.627819632116810374e-06,5.651860427387078983e-08,8.920962974085223750e-06
1.205000000000000000e+02,6.388848440286595592e-32,4.974254889703156276e-32,4.082686400341492574e-32,8.197948369296471312e-32
1.207500000000000000e+02,5.657898238276710300e-32,6.505802262754823207e-32,5.885605101447482879e-32,5.137230141563707024e-32
1.210000000000000000e+02,1.165432255742049549e-32,7.365757358181441021e-33,1.120134188693891917e-32,5.119071999119644734e-32
1.212500000000000000e+02,1.641982380723143780e-31,9.821286176097451024e-32,1.335888106205091584e-31,2.119246670886708813e-31
1.215000000000000000e+02,4.645670130693293091e-32,2.426542962972946059e-32,1.088548350692225037e-32,5.708049116205012017e-32
1.217500000000000000e+02,1.461445128095694047e-32,1.090782692154273874e-33,6.492254961076167366e-33,1.925834923897273475e-32
1.220000000000000000e+02,2.874341121852725735e-33,1.391805657204678620e-32,3.285551811194733077e-33,1.458650823608082887e-32
1.222500000000000000e+02,5.920104556484329909e-33,7.799712268463702343e-32,1.296559183324661786e-31,1.395472529322562222e-31
1.225000000000000000e+02,4.762596013759345164e-32,3.763299415218648873e-32,1.199707564106937683e-32,5.128428282068572268e-32
1.227500000000000000e+02,1.475202898917490200e-32,2.264092440489629643e-32,7.678115700128268388e-34,4.887699026365808257e-32
1.230000000000000000e+02,2.161592601978570825e-33,2.919266687944155983e-33,3.663024898843960290e-33,2.285411666580898678e-33
1.232500000000000000e+02,3.330812131359333911e-33,4.706734221886595746e-33,6.812773705539196772e-34,4.973395330069053472e-33
1.235000000000000000e+02,2.903780881214273955e-33,8.763974158127166967e-33,2.884644732291454450e-32,3.391076608742449773e-33
1.237500000000000000e+02,1.078162830050649593e-32,8.885562693738653250e-33,1.585332634663637811e-32,2.251584316855407107e-32
1.240000000000000000e+02,6.534115614760437025e-33,2.591344212723452076e-32,1.987274097842728042e-32,6.609774560753608180e-33
1.242500000000000000e+02,2.207549286997379599e-32,1.865699014317748282e-32,3.348864038159007630e-33,3.059200148330449146e-33
1.245000000000000000e+02,2.987125415271078470e-33,1.013673811761721193e-33,1.064125727984723558e-33,5.942733897555340721e-34
1.247500000000000000e+02,1.589149472265355391e-32,4.918925574377278767e-33,2.651480174931473219e-33,5.499980155287429566e-33
1.250000000000000000e+02,2.630171531672166416e-33,1.121038771459853657e-32,5.754355510240093538e-34,4.107077164116071518e-32
